Data,quantidadeObitos,situacaoComorbidade,descComorbidade
2020-04-04,19,Sim,Diabetes mellitus
2020-04-04,6,Sim,Outra Pneumopatia Crônica
2020-04-04,3,Sim,Doença Neurológica Crônica
2020-04-04,3,Sim,Doença Renal Crônica
2020-04-04,1,Sim,Asma
2020-04-04,1,Sim,Doença Hepática Crônica
2020-04-04,1,Sim,Obesidade
2020-04-05,38,Sim,Doença Cardiovascular Crônica
2020-04-05,23,Sim,Diabetes mellitus
2020-04-05,7,Sim,Outra Pneumopatia Crônica
2020-04-05,3,Sim,Doença Neurológica Crônica
2020-04-05,3,Sim,Doença Renal Crônica
2020-04-05,1,Sim,Asma
2020-04-05,1,Sim,Doença Hepática Crônica
2020-04-05,1,Sim,Obesidade
2020-04-06,46,Sim,Doença Cardiovascular Crônica
2020-04-06,28,Sim,Diabetes mellitus
2020-04-06,8,Sim,Outra Pneumopatia Crônica
2020-04-06,4,Sim,Doença Neurológica Crônica
2020-04-06,4,Sim,Doença Renal Crônica
2020-04-06,1,Sim,Asma
2020-04-06,1,Sim,Doença Hematológica Crônica
2020-04-06,1,Sim,Doença Hepática Crônica
2020-04-06,1,Sim,Obesidade
2020-04-07,52,Sim,Doença Cardiovascular Crônica
2020-04-07,32,Sim,Diabetes mellitus
2020-04-07,8,Sim,Outra Pneumopatia Crônica
2020-04-07,6,Sim,Doença Renal Crônica
2020-04-07,5,Sim,Doença Neurológica Crônica
2020-04-07,2,Sim,Doença Hepática Crônica
2020-04-07,1,Sim,Asma
2020-04-07,1,Sim,Doença Hematológica Crônica
2020-04-07,1,Sim,Obesidade
2020-04-08,56,Sim,Doença Cardiovascular Crônica
2020-04-08,36,Sim,Diabetes mellitus
2020-04-08,10,Sim,Outra Pneumopatia Crônica
2020-04-08,7,Sim,Doença Renal Crônica
2020-04-08,6,Sim,Doença Neurológica Crônica
2020-04-08,2,Sim,Doença Hepática Crônica
2020-04-08,1,Sim,Asma
2020-04-08,1,Sim,Doença Hematológica Crônica
2020-04-08,1,Sim,Obesidade
2020-04-09,59,Sim,Doença Cardiovascular Crônica
2020-04-09,39,Sim,Diabetes mellitus
2020-04-09,12,Sim,Outra Pneumopatia Crônica
2020-04-09,8,Sim,Doença Renal Crônica
2020-04-09,7,Sim,Doença Neurológica Crônica
2020-04-09,2,Sim,Doença Hepática Crônica
2020-04-09,1,Sim,Asma
2020-04-09,1,Sim,Doença Hematológica Crônica
2020-04-09,1,Sim,Obesidade
2020-04-10,63,Sim,Doença Cardiovascular Crônica
2020-04-10,42,Sim,Diabetes mellitus
2020-04-10,14,Sim,Outra Pneumopatia Crônica
2020-04-10,8,Sim,Doença Neurológica Crônica
2020-04-10,8,Sim,Doença Renal Crônica
2020-04-10,2,Sim,Asma
2020-04-10,2,Sim,Doença Hepática Crônica
2020-04-10,1,Sim,Doença Hematológica Crônica
2020-04-10,1,Sim,Imunodeficiência/Imunodepressão
2020-04-10,1,Sim,Obesidade
2020-04-11,70,Sim,Doença Cardiovascular Crônica
2020-04-11,47,Sim,Diabetes mellitus
2020-04-11,14,Sim,Outra Pneumopatia Crônica
2020-04-11,9,Sim,Doença Neurológica Crônica
2020-04-11,9,Sim,Doença Renal Crônica
2020-04-11,2,Sim,Asma
2020-04-11,2,Sim,Doença Hepática Crônica
2020-04-11,1,Sim,Doença Hematológica Crônica
2020-04-11,1,Sim,Imunodeficiência/Imunodepressão
2020-04-11,1,Sim,Obesidade
2020-04-12,79,Sim,Doença Cardiovascular Crônica
2020-04-12,55,Sim,Diabetes mellitus
2020-04-12,15,Sim,Outra Pneumopatia Crônica
2020-04-12,13,Sim,Doença Neurológica Crônica
2020-04-12,9,Sim,Doença Renal Crônica
2020-04-12,2,Sim,Asma
2020-04-12,2,Sim,Doença Hepática Crônica
2020-04-12,1,Sim,Doença Hematológica Crônica
2020-04-12,1,Sim,Imunodeficiência/Imunodepressão
2020-04-12,1,Sim,Obesidade
2020-04-13,81,Sim,Doença Cardiovascular Crônica
2020-04-13,57,Sim,Diabetes mellitus
2020-04-13,15,Sim,Outra Pneumopatia Crônica
2020-04-13,13,Sim,Doença Neurológica Crônica
2020-04-13,9,Sim,Doença Renal Crônica
2020-04-13,2,Sim,Asma
2020-04-13,2,Sim,Doença Hepática Crônica
2020-04-13,1,Sim,Doença Hematológica Crônica
2020-04-13,1,Sim,Imunodeficiência/Imunodepressão
2020-04-13,1,Sim,Obesidade
2020-04-14,93,Sim,Doença Cardiovascular Crônica
2020-04-14,64,Sim,Diabetes mellitus
2020-04-14,15,Sim,Doença Neurológica Crônica
2020-04-14,15,Sim,Outra Pneumopatia Crônica
2020-04-14,9,Sim,Doença Renal Crônica
2020-04-14,4,Sim,Doença Hepática Crônica
2020-04-14,3,Sim,Imunodeficiência/Imunodepressão
2020-04-14,2,Sim,Asma
2020-04-14,1,Sim,Doença Hematológica Crônica
2020-04-14,1,Sim,Obesidade
2020-04-15,106,Sim,Doença Cardiovascular Crônica
2020-04-15,73,Sim,Diabetes mellitus
2020-04-15,18,Sim,Doença Neurológica Crônica
2020-04-15,17,Sim,Outra Pneumopatia Crônica
2020-04-15,11,Sim,Doença Renal Crônica
2020-04-15,4,Sim,Doença Hepática Crônica
2020-04-15,4,Sim,Imunodeficiência/Imunodepressão
2020-04-15,2,Sim,Asma
2020-04-15,1,Sim,Doença Hematológica Crônica
2020-04-15,1,Sim,Obesidade
2020-04-16,116,Sim,Doença Cardiovascular Crônica
2020-04-16,80,Sim,Diabetes mellitus
2020-04-16,20,Sim,Doença Neurológica Crônica
2020-04-16,19,Sim,Outra Pneumopatia Crônica
2020-04-16,11,Sim,Doença Renal Crônica
2020-04-16,4,Sim,Doença Hepática Crônica
2020-04-16,4,Sim,Imunodeficiência/Imunodepressão
2020-04-16,2,Sim,Asma
2020-04-16,1,Sim,Doença Hematológica Crônica
2020-04-16,1,Sim,Obesidade
2020-04-17,127,Sim,Doença Cardiovascular Crônica
2020-04-17,86,Sim,Diabetes mellitus
2020-04-17,24,Sim,Doença Neurológica Crônica
2020-04-17,23,Sim,Outra Pneumopatia Crônica
2020-04-17,15,Sim,Doença Renal Crônica
2020-04-17,5,Sim,Doença Hepática Crônica
2020-04-17,4,Sim,Imunodeficiência/Imunodepressão
2020-04-17,2,Sim,Asma
2020-04-17,1,Sim,Doença Hematológica Crônica
2020-04-17,1,Sim,Obesidade
2020-04-18,138,Sim,Doença Cardiovascular Crônica
2020-04-18,92,Sim,Diabetes mellitus
2020-04-18,26,Sim,Doença Neurológica Crônica
2020-04-18,24,Sim,Outra Pneumopatia Crônica
2020-04-18,15,Sim,Doença Renal Crônica
2020-04-18,5,Sim,Doença Hepática Crônica
2020-04-18,4,Sim,Imunodeficiência/Imunodepressão
2020-04-18,2,Sim,Asma
2020-04-18,2,Sim,Obesidade
2020-04-18,1,Sim,Doença Hematológica Crônica
2020-04-19,153,Sim,Doença Cardiovascular Crônica
2020-04-19,102,Sim,Diabetes mellitus
2020-04-19,28,Sim,Doença Neurológica Crônica
2020-04-19,25,Sim,Outra Pneumopatia Crônica
2020-04-19,17,Sim,Doença Renal Crônica
2020-04-19,5,Sim,Doença Hepática Crônica
2020-04-19,4,Sim,Imunodeficiência/Imunodepressão
2020-04-19,2,Sim,Asma
2020-04-19,2,Sim,Obesidade
2020-04-19,1,Sim,Doença Hematológica Crônica
2020-04-20,171,Sim,Doença Cardiovascular Crônica
2020-04-20,113,Sim,Diabetes mellitus
2020-04-20,33,Sim,Doença Neurológica Crônica
2020-04-20,29,Sim,Outra Pneumopatia Crônica
2020-04-20,20,Sim,Doença Renal Crônica
2020-04-20,5,Sim,Doença Hepática Crônica
2020-04-20,4,Sim,Asma
2020-04-20,4,Sim,Imunodeficiência/Imunodepressão
2020-04-20,2,Sim,Obesidade
2020-04-20,1,Sim,Doença Hematológica Crônica
2020-04-21,184,Sim,Doença Cardiovascular Crônica
2020-04-21,121,Sim,Diabetes mellitus
2020-04-21,33,Sim,Doença Neurológica Crônica
2020-04-21,31,Sim,Outra Pneumopatia Crônica
2020-04-21,20,Sim,Doença Renal Crônica
2020-04-21,6,Sim,Doença Hepática Crônica
2020-04-21,4,Sim,Asma
2020-04-21,4,Sim,Imunodeficiência/Imunodepressão
2020-04-21,2,Sim,Obesidade
2020-04-21,1,Sim,Doença Hematológica Crônica
2020-04-22,197,Sim,Doença Cardiovascular Crônica
2020-04-22,129,Sim,Diabetes mellitus
2020-04-22,34,Sim,Doença Neurológica Crônica
2020-04-22,31,Sim,Outra Pneumopatia Crônica
2020-04-22,21,Sim,Doença Renal Crônica
2020-04-22,6,Sim,Doença Hepática Crônica
2020-04-22,4,Sim,Asma
2020-04-22,4,Sim,Imunodeficiência/Imunodepressão
2020-04-22,2,Sim,Obesidade
2020-04-22,1,Sim,Doença Hematológica Crônica
2020-04-23,209,Sim,Doença Cardiovascular Crônica
2020-04-23,137,Sim,Diabetes mellitus
2020-04-23,35,Sim,Doença Neurológica Crônica
2020-04-23,32,Sim,Outra Pneumopatia Crônica
2020-04-23,23,Sim,Doença Renal Crônica
2020-04-23,6,Sim,Doença Hepática Crônica
2020-04-23,5,Sim,Asma
2020-04-23,4,Sim,Imunodeficiência/Imunodepressão
2020-04-23,2,Sim,Obesidade
2020-04-23,1,Sim,Doença Hematológica Crônica
2020-04-24,230,Sim,Doença Cardiovascular Crônica
2020-04-24,149,Sim,Diabetes mellitus
2020-04-24,37,Sim,Doença Neurológica Crônica
2020-04-24,35,Sim,Outra Pneumopatia Crônica
2020-04-24,25,Sim,Doença Renal Crônica
2020-04-24,7,Sim,Doença Hepática Crônica
2020-04-24,5,Sim,Asma
2020-04-24,4,Sim,Imunodeficiência/Imunodepressão
2020-04-24,3,Sim,Obesidade
2020-04-24,1,Sim,Doença Hematológica Crônica
2020-04-25,242,Sim,Doença Cardiovascular Crônica
2020-04-25,157,Sim,Diabetes mellitus
2020-04-25,40,Sim,Doença Neurológica Crônica
2020-04-25,38,Sim,Outra Pneumopatia Crônica
2020-04-25,27,Sim,Doença Renal Crônica
2020-04-25,7,Sim,Doença Hepática Crônica
2020-04-25,6,Sim,Asma
2020-04-25,4,Sim,Imunodeficiência/Imunodepressão
2020-04-25,4,Sim,Obesidade
2020-04-25,1,Sim,Doença Hematológica Crônica
2020-04-26,268,Sim,Doença Cardiovascular Crônica
2020-04-26,172,Sim,Diabetes mellitus
2020-04-26,41,Sim,Doença Neurológica Crônica
2020-04-26,40,Sim,Outra Pneumopatia Crônica
2020-04-26,30,Sim,Doença Renal Crônica
2020-04-26,7,Sim,Doença Hepática Crônica
2020-04-26,6,Sim,Asma
2020-04-26,5,Sim,Imunodeficiência/Imunodepressão
2020-04-26,4,Sim,Obesidade
2020-04-26,1,Sim,Doença Hematológica Crônica
2020-04-27,285,Sim,Doença Cardiovascular Crônica
2020-04-27,182,Sim,Diabetes mellitus
2020-04-27,43,Sim,Doença Neurológica Crônica
2020-04-27,40,Sim,Outra Pneumopatia Crônica
2020-04-27,30,Sim,Doença Renal Crônica
2020-04-27,7,Sim,Doença Hepática Crônica
2020-04-27,6,Sim,Asma
2020-04-27,6,Sim,Imunodeficiência/Imunodepressão
2020-04-27,5,Sim,Obesidade
2020-04-27,2,Sim,Doença Hematológica Crônica
2020-04-28,303,Sim,Doença Cardiovascular Crônica
2020-04-28,192,Sim,Diabetes mellitus
2020-04-28,47,Sim,Doença Neurológica Crônica
2020-04-28,43,Sim,Outra Pneumopatia Crônica
2020-04-28,30,Sim,Doença Renal Crônica
2020-04-28,7,Sim,Doença Hepática Crônica
2020-04-28,6,Sim,Asma
2020-04-28,6,Sim,Imunodeficiência/Imunodepressão
2020-04-28,5,Sim,Obesidade
2020-04-28,2,Sim,Doença Hematológica Crônica
2020-04-29,313,Sim,Doença Cardiovascular Crônica
2020-04-29,199,Sim,Diabetes mellitus
2020-04-29,51,Sim,Doença Neurológica Crônica
2020-04-29,44,Sim,Outra Pneumopatia Crônica
2020-04-29,31,Sim,Doença Renal Crônica
2020-04-29,8,Sim,Imunodeficiência/Imunodepressão
2020-04-29,7,Sim,Doença Hepática Crônica
2020-04-29,6,Sim,Asma
2020-04-29,5,Sim,Obesidade
2020-04-29,2,Sim,Doença Hematológica Crônica
2020-04-29,1,Sim,Puérpera (até 45 dias do parto
2020-04-30,325,Sim,Doença Cardiovascular Crônica
2020-04-30,208,Sim,Diabetes mellitus
2020-04-30,52,Sim,Doença Neurológica Crônica
2020-04-30,45,Sim,Outra Pneumopatia Crônica
2020-04-30,31,Sim,Doença Renal Crônica
2020-04-30,8,Sim,Imunodeficiência/Imunodepressão
2020-04-30,7,Sim,Doença Hepática Crônica
2020-04-30,6,Sim,Asma
2020-04-30,5,Sim,Obesidade
2020-04-30,2,Sim,Doença Hematológica Crônica
2020-04-30,1,Sim,Puérpera (até 45 dias do parto
2020-04-30,1,Sim,Síndrome de Down
2020-05-01,331,Sim,Doença Cardiovascular Crônica
2020-05-01,214,Sim,Diabetes mellitus
2020-05-01,53,Sim,Doença Neurológica Crônica
2020-05-01,46,Sim,Outra Pneumopatia Crônica
2020-05-01,32,Sim,Doença Renal Crônica
2020-05-01,8,Sim,Imunodeficiência/Imunodepressão
2020-05-01,7,Sim,Doença Hepática Crônica
2020-05-01,6,Sim,Asma
2020-05-01,5,Sim,Obesidade
2020-05-01,2,Sim,Doença Hematológica Crônica
2020-05-01,1,Sim,Puérpera (até 45 dias do parto
2020-05-01,1,Sim,Síndrome de Down
2020-05-02,331,Sim,Doença Cardiovascular Crônica
2020-05-02,214,Sim,Diabetes mellitus
2020-05-02,53,Sim,Doença Neurológica Crônica
2020-05-02,46,Sim,Outra Pneumopatia Crônica
2020-05-02,32,Sim,Doença Renal Crônica
2020-05-02,8,Sim,Imunodeficiência/Imunodepressão
2020-05-02,7,Sim,Doença Hepática Crônica
2020-05-02,6,Sim,Asma
2020-05-02,5,Sim,Obesidade
2020-05-02,2,Sim,Doença Hematológica Crônica
2020-05-02,1,Sim,Puérpera (até 45 dias do parto
2020-05-02,1,Sim,Síndrome de Down
