Data,quantidadeObitos,situacaoComorbidade,descComorbidade
2020-04-04,19,Sim,Diabetes mellitus
2020-04-04,6,Sim,Outra Pneumopatia Crônica
2020-04-04,3,Sim,Doença Neurológica Crônica
2020-04-04,3,Sim,Doença Renal Crônica
2020-04-04,1,Sim,Asma
2020-04-04,1,Sim,Doença Hepática Crônica
2020-04-04,1,Sim,Obesidade
2020-04-05,38,Sim,Doença Cardiovascular Crônica
2020-04-05,23,Sim,Diabetes mellitus
2020-04-05,7,Sim,Outra Pneumopatia Crônica
2020-04-05,3,Sim,Doença Neurológica Crônica
2020-04-05,3,Sim,Doença Renal Crônica
2020-04-05,1,Sim,Asma
2020-04-05,1,Sim,Doença Hepática Crônica
2020-04-05,1,Sim,Obesidade
2020-04-06,46,Sim,Doença Cardiovascular Crônica
2020-04-06,28,Sim,Diabetes mellitus
2020-04-06,8,Sim,Outra Pneumopatia Crônica
2020-04-06,4,Sim,Doença Renal Crônica
2020-04-06,3,Sim,Doença Neurológica Crônica
2020-04-06,1,Sim,Asma
2020-04-06,1,Sim,Doença Hematológica Crônica
2020-04-06,1,Sim,Doença Hepática Crônica
2020-04-06,1,Sim,Obesidade
2020-04-07,52,Sim,Doença Cardiovascular Crônica
2020-04-07,32,Sim,Diabetes mellitus
2020-04-07,8,Sim,Outra Pneumopatia Crônica
2020-04-07,6,Sim,Doença Renal Crônica
2020-04-07,4,Sim,Doença Neurológica Crônica
2020-04-07,2,Sim,Doença Hepática Crônica
2020-04-07,1,Sim,Asma
2020-04-07,1,Sim,Doença Hematológica Crônica
2020-04-07,1,Sim,Obesidade
2020-04-08,56,Sim,Doença Cardiovascular Crônica
2020-04-08,36,Sim,Diabetes mellitus
2020-04-08,10,Sim,Outra Pneumopatia Crônica
2020-04-08,6,Sim,Doença Renal Crônica
2020-04-08,5,Sim,Doença Neurológica Crônica
2020-04-08,2,Sim,Doença Hepática Crônica
2020-04-08,1,Sim,Asma
2020-04-08,1,Sim,Doença Hematológica Crônica
2020-04-08,1,Sim,Obesidade
2020-04-09,59,Sim,Doença Cardiovascular Crônica
2020-04-09,39,Sim,Diabetes mellitus
2020-04-09,12,Sim,Outra Pneumopatia Crônica
2020-04-09,7,Sim,Doença Renal Crônica
2020-04-09,6,Sim,Doença Neurológica Crônica
2020-04-09,2,Sim,Doença Hepática Crônica
2020-04-09,1,Sim,Asma
2020-04-09,1,Sim,Doença Hematológica Crônica
2020-04-09,1,Sim,Obesidade
2020-04-10,63,Sim,Doença Cardiovascular Crônica
2020-04-10,42,Sim,Diabetes mellitus
2020-04-10,14,Sim,Outra Pneumopatia Crônica
2020-04-10,7,Sim,Doença Neurológica Crônica
2020-04-10,7,Sim,Doença Renal Crônica
2020-04-10,2,Sim,Asma
2020-04-10,2,Sim,Doença Hepática Crônica
2020-04-10,1,Sim,Doença Hematológica Crônica
2020-04-10,1,Sim,Imunodeficiência/Imunodepressão
2020-04-10,1,Sim,Obesidade
2020-04-11,70,Sim,Doença Cardiovascular Crônica
2020-04-11,47,Sim,Diabetes mellitus
2020-04-11,14,Sim,Outra Pneumopatia Crônica
2020-04-11,8,Sim,Doença Neurológica Crônica
2020-04-11,8,Sim,Doença Renal Crônica
2020-04-11,2,Sim,Asma
2020-04-11,2,Sim,Doença Hepática Crônica
2020-04-11,1,Sim,Doença Hematológica Crônica
2020-04-11,1,Sim,Imunodeficiência/Imunodepressão
2020-04-11,1,Sim,Obesidade
2020-04-12,79,Sim,Doença Cardiovascular Crônica
2020-04-12,55,Sim,Diabetes mellitus
2020-04-12,15,Sim,Outra Pneumopatia Crônica
2020-04-12,12,Sim,Doença Neurológica Crônica
2020-04-12,8,Sim,Doença Renal Crônica
2020-04-12,2,Sim,Asma
2020-04-12,2,Sim,Doença Hepática Crônica
2020-04-12,1,Sim,Doença Hematológica Crônica
2020-04-12,1,Sim,Imunodeficiência/Imunodepressão
2020-04-12,1,Sim,Obesidade
2020-04-13,81,Sim,Doença Cardiovascular Crônica
2020-04-13,57,Sim,Diabetes mellitus
2020-04-13,15,Sim,Outra Pneumopatia Crônica
2020-04-13,12,Sim,Doença Neurológica Crônica
2020-04-13,8,Sim,Doença Renal Crônica
2020-04-13,2,Sim,Asma
2020-04-13,2,Sim,Doença Hepática Crônica
2020-04-13,1,Sim,Doença Hematológica Crônica
2020-04-13,1,Sim,Imunodeficiência/Imunodepressão
2020-04-13,1,Sim,Obesidade
2020-04-14,93,Sim,Doença Cardiovascular Crônica
2020-04-14,64,Sim,Diabetes mellitus
2020-04-14,15,Sim,Outra Pneumopatia Crônica
2020-04-14,14,Sim,Doença Neurológica Crônica
2020-04-14,8,Sim,Doença Renal Crônica
2020-04-14,4,Sim,Doença Hepática Crônica
2020-04-14,3,Sim,Imunodeficiência/Imunodepressão
2020-04-14,2,Sim,Asma
2020-04-14,1,Sim,Doença Hematológica Crônica
2020-04-14,1,Sim,Obesidade
2020-04-15,105,Sim,Doença Cardiovascular Crônica
2020-04-15,73,Sim,Diabetes mellitus
2020-04-15,17,Sim,Doença Neurológica Crônica
2020-04-15,17,Sim,Outra Pneumopatia Crônica
2020-04-15,10,Sim,Doença Renal Crônica
2020-04-15,4,Sim,Doença Hepática Crônica
2020-04-15,4,Sim,Imunodeficiência/Imunodepressão
2020-04-15,2,Sim,Asma
2020-04-15,1,Sim,Doença Hematológica Crônica
2020-04-15,1,Sim,Obesidade
2020-04-16,115,Sim,Doença Cardiovascular Crônica
2020-04-16,80,Sim,Diabetes mellitus
2020-04-16,19,Sim,Doença Neurológica Crônica
2020-04-16,19,Sim,Outra Pneumopatia Crônica
2020-04-16,10,Sim,Doença Renal Crônica
2020-04-16,4,Sim,Doença Hepática Crônica
2020-04-16,4,Sim,Imunodeficiência/Imunodepressão
2020-04-16,2,Sim,Asma
2020-04-16,1,Sim,Doença Hematológica Crônica
2020-04-16,1,Sim,Obesidade
2020-04-17,125,Sim,Doença Cardiovascular Crônica
2020-04-17,85,Sim,Diabetes mellitus
2020-04-17,23,Sim,Doença Neurológica Crônica
2020-04-17,23,Sim,Outra Pneumopatia Crônica
2020-04-17,14,Sim,Doença Renal Crônica
2020-04-17,5,Sim,Doença Hepática Crônica
2020-04-17,4,Sim,Imunodeficiência/Imunodepressão
2020-04-17,2,Sim,Asma
2020-04-17,1,Sim,Doença Hematológica Crônica
2020-04-17,1,Sim,Obesidade
2020-04-18,133,Sim,Doença Cardiovascular Crônica
2020-04-18,90,Sim,Diabetes mellitus
2020-04-18,25,Sim,Doença Neurológica Crônica
2020-04-18,24,Sim,Outra Pneumopatia Crônica
2020-04-18,14,Sim,Doença Renal Crônica
2020-04-18,5,Sim,Doença Hepática Crônica
2020-04-18,4,Sim,Imunodeficiência/Imunodepressão
2020-04-18,2,Sim,Asma
2020-04-18,2,Sim,Obesidade
2020-04-18,1,Sim,Doença Hematológica Crônica
2020-04-19,148,Sim,Doença Cardiovascular Crônica
2020-04-19,100,Sim,Diabetes mellitus
2020-04-19,27,Sim,Doença Neurológica Crônica
2020-04-19,25,Sim,Outra Pneumopatia Crônica
2020-04-19,16,Sim,Doença Renal Crônica
2020-04-19,5,Sim,Doença Hepática Crônica
2020-04-19,4,Sim,Imunodeficiência/Imunodepressão
2020-04-19,2,Sim,Asma
2020-04-19,2,Sim,Obesidade
2020-04-19,1,Sim,Doença Hematológica Crônica
2020-04-20,163,Sim,Doença Cardiovascular Crônica
2020-04-20,111,Sim,Diabetes mellitus
2020-04-20,32,Sim,Doença Neurológica Crônica
2020-04-20,29,Sim,Outra Pneumopatia Crônica
2020-04-20,19,Sim,Doença Renal Crônica
2020-04-20,5,Sim,Doença Hepática Crônica
2020-04-20,4,Sim,Asma
2020-04-20,4,Sim,Imunodeficiência/Imunodepressão
2020-04-20,2,Sim,Obesidade
2020-04-20,1,Sim,Doença Hematológica Crônica
2020-04-21,175,Sim,Doença Cardiovascular Crônica
2020-04-21,118,Sim,Diabetes mellitus
2020-04-21,32,Sim,Doença Neurológica Crônica
2020-04-21,31,Sim,Outra Pneumopatia Crônica
2020-04-21,19,Sim,Doença Renal Crônica
2020-04-21,6,Sim,Doença Hepática Crônica
2020-04-21,4,Sim,Asma
2020-04-21,4,Sim,Imunodeficiência/Imunodepressão
2020-04-21,2,Sim,Obesidade
2020-04-21,1,Sim,Doença Hematológica Crônica
2020-04-22,187,Sim,Doença Cardiovascular Crônica
2020-04-22,126,Sim,Diabetes mellitus
2020-04-22,33,Sim,Doença Neurológica Crônica
2020-04-22,31,Sim,Outra Pneumopatia Crônica
2020-04-22,20,Sim,Doença Renal Crônica
2020-04-22,6,Sim,Doença Hepática Crônica
2020-04-22,4,Sim,Asma
2020-04-22,4,Sim,Imunodeficiência/Imunodepressão
2020-04-22,2,Sim,Obesidade
2020-04-22,1,Sim,Doença Hematológica Crônica
2020-04-23,199,Sim,Doença Cardiovascular Crônica
2020-04-23,134,Sim,Diabetes mellitus
2020-04-23,34,Sim,Doença Neurológica Crônica
2020-04-23,32,Sim,Outra Pneumopatia Crônica
2020-04-23,22,Sim,Doença Renal Crônica
2020-04-23,6,Sim,Doença Hepática Crônica
2020-04-23,5,Sim,Asma
2020-04-23,4,Sim,Imunodeficiência/Imunodepressão
2020-04-23,2,Sim,Obesidade
2020-04-23,1,Sim,Doença Hematológica Crônica
2020-04-24,215,Sim,Doença Cardiovascular Crônica
2020-04-24,145,Sim,Diabetes mellitus
2020-04-24,36,Sim,Doença Neurológica Crônica
2020-04-24,35,Sim,Outra Pneumopatia Crônica
2020-04-24,24,Sim,Doença Renal Crônica
2020-04-24,7,Sim,Doença Hepática Crônica
2020-04-24,5,Sim,Asma
2020-04-24,4,Sim,Imunodeficiência/Imunodepressão
2020-04-24,3,Sim,Obesidade
2020-04-24,1,Sim,Doença Hematológica Crônica
2020-04-25,225,Sim,Doença Cardiovascular Crônica
2020-04-25,153,Sim,Diabetes mellitus
2020-04-25,39,Sim,Doença Neurológica Crônica
2020-04-25,37,Sim,Outra Pneumopatia Crônica
2020-04-25,26,Sim,Doença Renal Crônica
2020-04-25,7,Sim,Doença Hepática Crônica
2020-04-25,6,Sim,Asma
2020-04-25,4,Sim,Imunodeficiência/Imunodepressão
2020-04-25,4,Sim,Obesidade
2020-04-25,1,Sim,Doença Hematológica Crônica
2020-04-26,241,Sim,Doença Cardiovascular Crônica
2020-04-26,163,Sim,Diabetes mellitus
2020-04-26,40,Sim,Doença Neurológica Crônica
2020-04-26,39,Sim,Outra Pneumopatia Crônica
2020-04-26,29,Sim,Doença Renal Crônica
2020-04-26,7,Sim,Doença Hepática Crônica
2020-04-26,6,Sim,Asma
2020-04-26,5,Sim,Imunodeficiência/Imunodepressão
2020-04-26,4,Sim,Obesidade
2020-04-26,1,Sim,Doença Hematológica Crônica
2020-04-27,253,Sim,Doença Cardiovascular Crônica
2020-04-27,170,Sim,Diabetes mellitus
2020-04-27,42,Sim,Doença Neurológica Crônica
2020-04-27,39,Sim,Outra Pneumopatia Crônica
2020-04-27,29,Sim,Doença Renal Crônica
2020-04-27,7,Sim,Doença Hepática Crônica
2020-04-27,6,Sim,Asma
2020-04-27,6,Sim,Imunodeficiência/Imunodepressão
2020-04-27,5,Sim,Obesidade
2020-04-27,1,Sim,Doença Hematológica Crônica
2020-04-28,263,Sim,Doença Cardiovascular Crônica
2020-04-28,178,Sim,Diabetes mellitus
2020-04-28,46,Sim,Doença Neurológica Crônica
2020-04-28,41,Sim,Outra Pneumopatia Crônica
2020-04-28,29,Sim,Doença Renal Crônica
2020-04-28,7,Sim,Doença Hepática Crônica
2020-04-28,6,Sim,Asma
2020-04-28,6,Sim,Imunodeficiência/Imunodepressão
2020-04-28,5,Sim,Obesidade
2020-04-28,1,Sim,Doença Hematológica Crônica
2020-04-29,271,Sim,Doença Cardiovascular Crônica
2020-04-29,183,Sim,Diabetes mellitus
2020-04-29,49,Sim,Doença Neurológica Crônica
2020-04-29,42,Sim,Outra Pneumopatia Crônica
2020-04-29,30,Sim,Doença Renal Crônica
2020-04-29,7,Sim,Doença Hepática Crônica
2020-04-29,7,Sim,Imunodeficiência/Imunodepressão
2020-04-29,6,Sim,Asma
2020-04-29,5,Sim,Obesidade
2020-04-29,1,Sim,Doença Hematológica Crônica
2020-04-29,1,Sim,Puérpera (até 45 dias do parto
2020-04-30,275,Sim,Doença Cardiovascular Crônica
2020-04-30,184,Sim,Diabetes mellitus
2020-04-30,49,Sim,Doença Neurológica Crônica
2020-04-30,42,Sim,Outra Pneumopatia Crônica
2020-04-30,30,Sim,Doença Renal Crônica
2020-04-30,7,Sim,Doença Hepática Crônica
2020-04-30,7,Sim,Imunodeficiência/Imunodepressão
2020-04-30,6,Sim,Asma
2020-04-30,5,Sim,Obesidade
2020-04-30,1,Sim,Doença Hematológica Crônica
2020-04-30,1,Sim,Puérpera (até 45 dias do parto
2020-05-01,275,Sim,Doença Cardiovascular Crônica
2020-05-01,184,Sim,Diabetes mellitus
2020-05-01,49,Sim,Doença Neurológica Crônica
2020-05-01,42,Sim,Outra Pneumopatia Crônica
2020-05-01,30,Sim,Doença Renal Crônica
2020-05-01,7,Sim,Doença Hepática Crônica
2020-05-01,7,Sim,Imunodeficiência/Imunodepressão
2020-05-01,6,Sim,Asma
2020-05-01,5,Sim,Obesidade
2020-05-01,1,Sim,Doença Hematológica Crônica
2020-05-01,1,Sim,Puérpera (até 45 dias do parto
