Data,quantidadeObitos,situacaoComorbidade,descComorbidade
2020-04-04,3,Sim,Doença Renal Crônica
2020-04-04,1,Sim,Asma
2020-04-04,1,Sim,Doença Hepática Crônica
2020-04-04,1,Sim,Obesidade
2020-04-05,39,Sim,Doença Cardiovascular Crônica
2020-04-05,23,Sim,Diabetes mellitus
2020-04-05,7,Sim,Outra Pneumopatia Crônica
2020-04-05,3,Sim,Doença Neurológica Crônica
2020-04-05,3,Sim,Doença Renal Crônica
2020-04-05,1,Sim,Asma
2020-04-05,1,Sim,Doença Hepática Crônica
2020-04-05,1,Sim,Obesidade
2020-04-06,47,Sim,Doença Cardiovascular Crônica
2020-04-06,28,Sim,Diabetes mellitus
2020-04-06,8,Sim,Outra Pneumopatia Crônica
2020-04-06,4,Sim,Doença Neurológica Crônica
2020-04-06,4,Sim,Doença Renal Crônica
2020-04-06,1,Sim,Asma
2020-04-06,1,Sim,Doença Hematológica Crônica
2020-04-06,1,Sim,Doença Hepática Crônica
2020-04-06,1,Sim,Obesidade
2020-04-07,53,Sim,Doença Cardiovascular Crônica
2020-04-07,32,Sim,Diabetes mellitus
2020-04-07,8,Sim,Outra Pneumopatia Crônica
2020-04-07,6,Sim,Doença Renal Crônica
2020-04-07,5,Sim,Doença Neurológica Crônica
2020-04-07,2,Sim,Doença Hepática Crônica
2020-04-07,1,Sim,Asma
2020-04-07,1,Sim,Doença Hematológica Crônica
2020-04-07,1,Sim,Obesidade
2020-04-08,57,Sim,Doença Cardiovascular Crônica
2020-04-08,36,Sim,Diabetes mellitus
2020-04-08,10,Sim,Outra Pneumopatia Crônica
2020-04-08,7,Sim,Doença Renal Crônica
2020-04-08,6,Sim,Doença Neurológica Crônica
2020-04-08,2,Sim,Doença Hepática Crônica
2020-04-08,1,Sim,Asma
2020-04-08,1,Sim,Doença Hematológica Crônica
2020-04-08,1,Sim,Obesidade
2020-04-09,60,Sim,Doença Cardiovascular Crônica
2020-04-09,39,Sim,Diabetes mellitus
2020-04-09,12,Sim,Outra Pneumopatia Crônica
2020-04-09,8,Sim,Doença Renal Crônica
2020-04-09,7,Sim,Doença Neurológica Crônica
2020-04-09,2,Sim,Doença Hepática Crônica
2020-04-09,1,Sim,Asma
2020-04-09,1,Sim,Doença Hematológica Crônica
2020-04-09,1,Sim,Obesidade
2020-04-10,64,Sim,Doença Cardiovascular Crônica
2020-04-10,42,Sim,Diabetes mellitus
2020-04-10,14,Sim,Outra Pneumopatia Crônica
2020-04-10,8,Sim,Doença Neurológica Crônica
2020-04-10,8,Sim,Doença Renal Crônica
2020-04-10,2,Sim,Asma
2020-04-10,2,Sim,Doença Hepática Crônica
2020-04-10,1,Sim,Doença Hematológica Crônica
2020-04-10,1,Sim,Imunodeficiência/Imunodepressão
2020-04-10,1,Sim,Obesidade
2020-04-11,71,Sim,Doença Cardiovascular Crônica
2020-04-11,47,Sim,Diabetes mellitus
2020-04-11,14,Sim,Outra Pneumopatia Crônica
2020-04-11,9,Sim,Doença Neurológica Crônica
2020-04-11,9,Sim,Doença Renal Crônica
2020-04-11,2,Sim,Asma
2020-04-11,2,Sim,Doença Hepática Crônica
2020-04-11,1,Sim,Doença Hematológica Crônica
2020-04-11,1,Sim,Imunodeficiência/Imunodepressão
2020-04-11,1,Sim,Obesidade
2020-04-12,80,Sim,Doença Cardiovascular Crônica
2020-04-12,55,Sim,Diabetes mellitus
2020-04-12,15,Sim,Outra Pneumopatia Crônica
2020-04-12,13,Sim,Doença Neurológica Crônica
2020-04-12,9,Sim,Doença Renal Crônica
2020-04-12,2,Sim,Asma
2020-04-12,2,Sim,Doença Hepática Crônica
2020-04-12,1,Sim,Doença Hematológica Crônica
2020-04-12,1,Sim,Imunodeficiência/Imunodepressão
2020-04-12,1,Sim,Obesidade
2020-04-13,82,Sim,Doença Cardiovascular Crônica
2020-04-13,57,Sim,Diabetes mellitus
2020-04-13,15,Sim,Outra Pneumopatia Crônica
2020-04-13,13,Sim,Doença Neurológica Crônica
2020-04-13,9,Sim,Doença Renal Crônica
2020-04-13,2,Sim,Asma
2020-04-13,2,Sim,Doença Hepática Crônica
2020-04-13,1,Sim,Doença Hematológica Crônica
2020-04-13,1,Sim,Imunodeficiência/Imunodepressão
2020-04-13,1,Sim,Obesidade
2020-04-14,94,Sim,Doença Cardiovascular Crônica
2020-04-14,64,Sim,Diabetes mellitus
2020-04-14,15,Sim,Doença Neurológica Crônica
2020-04-14,15,Sim,Outra Pneumopatia Crônica
2020-04-14,9,Sim,Doença Renal Crônica
2020-04-14,4,Sim,Doença Hepática Crônica
2020-04-14,3,Sim,Imunodeficiência/Imunodepressão
2020-04-14,2,Sim,Asma
2020-04-14,1,Sim,Doença Hematológica Crônica
2020-04-14,1,Sim,Obesidade
2020-04-15,107,Sim,Doença Cardiovascular Crônica
2020-04-15,73,Sim,Diabetes mellitus
2020-04-15,18,Sim,Doença Neurológica Crônica
2020-04-15,17,Sim,Outra Pneumopatia Crônica
2020-04-15,11,Sim,Doença Renal Crônica
2020-04-15,4,Sim,Doença Hepática Crônica
2020-04-15,4,Sim,Imunodeficiência/Imunodepressão
2020-04-15,2,Sim,Asma
2020-04-15,1,Sim,Doença Hematológica Crônica
2020-04-15,1,Sim,Obesidade
2020-04-16,117,Sim,Doença Cardiovascular Crônica
2020-04-16,80,Sim,Diabetes mellitus
2020-04-16,20,Sim,Doença Neurológica Crônica
2020-04-16,19,Sim,Outra Pneumopatia Crônica
2020-04-16,11,Sim,Doença Renal Crônica
2020-04-16,4,Sim,Doença Hepática Crônica
2020-04-16,4,Sim,Imunodeficiência/Imunodepressão
2020-04-16,2,Sim,Asma
2020-04-16,1,Sim,Doença Hematológica Crônica
2020-04-16,1,Sim,Obesidade
2020-04-17,128,Sim,Doença Cardiovascular Crônica
2020-04-17,86,Sim,Diabetes mellitus
2020-04-17,24,Sim,Doença Neurológica Crônica
2020-04-17,23,Sim,Outra Pneumopatia Crônica
2020-04-17,15,Sim,Doença Renal Crônica
2020-04-17,5,Sim,Doença Hepática Crônica
2020-04-17,4,Sim,Imunodeficiência/Imunodepressão
2020-04-17,2,Sim,Asma
2020-04-17,1,Sim,Doença Hematológica Crônica
2020-04-17,1,Sim,Obesidade
2020-04-18,139,Sim,Doença Cardiovascular Crônica
2020-04-18,92,Sim,Diabetes mellitus
2020-04-18,26,Sim,Doença Neurológica Crônica
2020-04-18,24,Sim,Outra Pneumopatia Crônica
2020-04-18,15,Sim,Doença Renal Crônica
2020-04-18,5,Sim,Doença Hepática Crônica
2020-04-18,4,Sim,Imunodeficiência/Imunodepressão
2020-04-18,2,Sim,Asma
2020-04-18,2,Sim,Obesidade
2020-04-18,1,Sim,Doença Hematológica Crônica
2020-04-19,154,Sim,Doença Cardiovascular Crônica
2020-04-19,102,Sim,Diabetes mellitus
2020-04-19,28,Sim,Doença Neurológica Crônica
2020-04-19,25,Sim,Outra Pneumopatia Crônica
2020-04-19,17,Sim,Doença Renal Crônica
2020-04-19,5,Sim,Doença Hepática Crônica
2020-04-19,4,Sim,Imunodeficiência/Imunodepressão
2020-04-19,2,Sim,Asma
2020-04-19,2,Sim,Obesidade
2020-04-19,1,Sim,Doença Hematológica Crônica
2020-04-20,172,Sim,Doença Cardiovascular Crônica
2020-04-20,113,Sim,Diabetes mellitus
2020-04-20,34,Sim,Doença Neurológica Crônica
2020-04-20,29,Sim,Outra Pneumopatia Crônica
2020-04-20,20,Sim,Doença Renal Crônica
2020-04-20,5,Sim,Doença Hepática Crônica
2020-04-20,4,Sim,Asma
2020-04-20,4,Sim,Imunodeficiência/Imunodepressão
2020-04-20,2,Sim,Obesidade
2020-04-20,1,Sim,Doença Hematológica Crônica
2020-04-21,185,Sim,Doença Cardiovascular Crônica
2020-04-21,121,Sim,Diabetes mellitus
2020-04-21,34,Sim,Doença Neurológica Crônica
2020-04-21,31,Sim,Outra Pneumopatia Crônica
2020-04-21,20,Sim,Doença Renal Crônica
2020-04-21,6,Sim,Doença Hepática Crônica
2020-04-21,4,Sim,Asma
2020-04-21,4,Sim,Imunodeficiência/Imunodepressão
2020-04-21,2,Sim,Obesidade
2020-04-21,1,Sim,Doença Hematológica Crônica
2020-04-22,198,Sim,Doença Cardiovascular Crônica
2020-04-22,129,Sim,Diabetes mellitus
2020-04-22,35,Sim,Doença Neurológica Crônica
2020-04-22,31,Sim,Outra Pneumopatia Crônica
2020-04-22,21,Sim,Doença Renal Crônica
2020-04-22,6,Sim,Doença Hepática Crônica
2020-04-22,4,Sim,Asma
2020-04-22,4,Sim,Imunodeficiência/Imunodepressão
2020-04-22,2,Sim,Obesidade
2020-04-22,1,Sim,Doença Hematológica Crônica
2020-04-23,210,Sim,Doença Cardiovascular Crônica
2020-04-23,137,Sim,Diabetes mellitus
2020-04-23,36,Sim,Doença Neurológica Crônica
2020-04-23,32,Sim,Outra Pneumopatia Crônica
2020-04-23,23,Sim,Doença Renal Crônica
2020-04-23,6,Sim,Doença Hepática Crônica
2020-04-23,5,Sim,Asma
2020-04-23,4,Sim,Imunodeficiência/Imunodepressão
2020-04-23,2,Sim,Obesidade
2020-04-23,1,Sim,Doença Hematológica Crônica
2020-04-24,231,Sim,Doença Cardiovascular Crônica
2020-04-24,149,Sim,Diabetes mellitus
2020-04-24,38,Sim,Doença Neurológica Crônica
2020-04-24,35,Sim,Outra Pneumopatia Crônica
2020-04-24,25,Sim,Doença Renal Crônica
2020-04-24,7,Sim,Doença Hepática Crônica
2020-04-24,5,Sim,Asma
2020-04-24,4,Sim,Imunodeficiência/Imunodepressão
2020-04-24,3,Sim,Obesidade
2020-04-24,1,Sim,Doença Hematológica Crônica
2020-04-25,245,Sim,Doença Cardiovascular Crônica
2020-04-25,159,Sim,Diabetes mellitus
2020-04-25,42,Sim,Doença Neurológica Crônica
2020-04-25,39,Sim,Outra Pneumopatia Crônica
2020-04-25,27,Sim,Doença Renal Crônica
2020-04-25,7,Sim,Doença Hepática Crônica
2020-04-25,6,Sim,Asma
2020-04-25,4,Sim,Imunodeficiência/Imunodepressão
2020-04-25,4,Sim,Obesidade
2020-04-25,1,Sim,Doença Hematológica Crônica
2020-04-26,274,Sim,Doença Cardiovascular Crônica
2020-04-26,175,Sim,Diabetes mellitus
2020-04-26,43,Sim,Doença Neurológica Crônica
2020-04-26,41,Sim,Outra Pneumopatia Crônica
2020-04-26,30,Sim,Doença Renal Crônica
2020-04-26,7,Sim,Doença Hepática Crônica
2020-04-26,6,Sim,Asma
2020-04-26,5,Sim,Imunodeficiência/Imunodepressão
2020-04-26,4,Sim,Obesidade
2020-04-26,1,Sim,Doença Hematológica Crônica
2020-04-27,294,Sim,Doença Cardiovascular Crônica
2020-04-27,188,Sim,Diabetes mellitus
2020-04-27,46,Sim,Doença Neurológica Crônica
2020-04-27,43,Sim,Outra Pneumopatia Crônica
2020-04-27,30,Sim,Doença Renal Crônica
2020-04-27,7,Sim,Asma
2020-04-27,7,Sim,Doença Hepática Crônica
2020-04-27,6,Sim,Imunodeficiência/Imunodepressão
2020-04-27,5,Sim,Obesidade
2020-04-27,2,Sim,Doença Hematológica Crônica
2020-04-28,315,Sim,Doença Cardiovascular Crônica
2020-04-28,199,Sim,Diabetes mellitus
2020-04-28,51,Sim,Doença Neurológica Crônica
2020-04-28,46,Sim,Outra Pneumopatia Crônica
2020-04-28,31,Sim,Doença Renal Crônica
2020-04-28,7,Sim,Asma
2020-04-28,7,Sim,Doença Hepática Crônica
2020-04-28,6,Sim,Imunodeficiência/Imunodepressão
2020-04-28,5,Sim,Obesidade
2020-04-28,2,Sim,Doença Hematológica Crônica
2020-04-29,337,Sim,Doença Cardiovascular Crônica
2020-04-29,214,Sim,Diabetes mellitus
2020-04-29,56,Sim,Doença Neurológica Crônica
2020-04-29,49,Sim,Outra Pneumopatia Crônica
2020-04-29,34,Sim,Doença Renal Crônica
2020-04-29,8,Sim,Imunodeficiência/Imunodepressão
2020-04-29,7,Sim,Asma
2020-04-29,7,Sim,Doença Hepática Crônica
2020-04-29,5,Sim,Obesidade
2020-04-29,2,Sim,Doença Hematológica Crônica
2020-04-29,1,Sim,Puérpera (até 45 dias do parto
2020-04-30,357,Sim,Doença Cardiovascular Crônica
2020-04-30,227,Sim,Diabetes mellitus
2020-04-30,59,Sim,Doença Neurológica Crônica
2020-04-30,51,Sim,Outra Pneumopatia Crônica
2020-04-30,35,Sim,Doença Renal Crônica
2020-04-30,8,Sim,Imunodeficiência/Imunodepressão
2020-04-30,7,Sim,Asma
2020-04-30,7,Sim,Doença Hepática Crônica
2020-04-30,5,Sim,Obesidade
2020-04-30,2,Sim,Doença Hematológica Crônica
2020-04-30,1,Sim,Puérpera (até 45 dias do parto
2020-04-30,1,Sim,Síndrome de Down
2020-05-01,371,Sim,Doença Cardiovascular Crônica
2020-05-01,237,Sim,Diabetes mellitus
2020-05-01,60,Sim,Doença Neurológica Crônica
2020-05-01,55,Sim,Outra Pneumopatia Crônica
2020-05-01,37,Sim,Doença Renal Crônica
2020-05-01,9,Sim,Imunodeficiência/Imunodepressão
2020-05-01,7,Sim,Asma
2020-05-01,7,Sim,Doença Hepática Crônica
2020-05-01,5,Sim,Obesidade
2020-05-01,2,Sim,Doença Hematológica Crônica
2020-05-01,1,Sim,Puérpera (até 45 dias do parto
2020-05-01,1,Sim,Síndrome de Down
2020-05-02,378,Sim,Doença Cardiovascular Crônica
2020-05-02,242,Sim,Diabetes mellitus
2020-05-02,60,Sim,Doença Neurológica Crônica
2020-05-02,59,Sim,Outra Pneumopatia Crônica
2020-05-02,37,Sim,Doença Renal Crônica
2020-05-02,9,Sim,Imunodeficiência/Imunodepressão
2020-05-02,7,Sim,Asma
2020-05-02,7,Sim,Doença Hepática Crônica
2020-05-02,5,Sim,Obesidade
2020-05-02,2,Sim,Doença Hematológica Crônica
2020-05-02,1,Sim,Puérpera (até 45 dias do parto
2020-05-02,1,Sim,Síndrome de Down
2020-05-03,392,Sim,Doença Cardiovascular Crônica
2020-05-03,256,Sim,Diabetes mellitus
2020-05-03,64,Sim,Doença Neurológica Crônica
2020-05-03,60,Sim,Outra Pneumopatia Crônica
2020-05-03,37,Sim,Doença Renal Crônica
2020-05-03,9,Sim,Imunodeficiência/Imunodepressão
2020-05-03,7,Sim,Asma
2020-05-03,7,Sim,Doença Hepática Crônica
2020-05-03,5,Sim,Obesidade
2020-05-03,2,Sim,Doença Hematológica Crônica
2020-05-03,1,Sim,Puérpera (até 45 dias do parto
2020-05-03,1,Sim,Síndrome de Down
2020-05-04,396,Sim,Doença Cardiovascular Crônica
2020-05-04,261,Sim,Diabetes mellitus
2020-05-04,65,Sim,Doença Neurológica Crônica
2020-05-04,60,Sim,Outra Pneumopatia Crônica
2020-05-04,37,Sim,Doença Renal Crônica
2020-05-04,9,Sim,Imunodeficiência/Imunodepressão
2020-05-04,7,Sim,Asma
2020-05-04,7,Sim,Doença Hepática Crônica
2020-05-04,5,Sim,Obesidade
2020-05-04,2,Sim,Doença Hematológica Crônica
2020-05-04,1,Sim,Puérpera (até 45 dias do parto
2020-05-04,1,Sim,Síndrome de Down
